,from,to,filename,start_location,end_location,distance,polyline
50,14,16,México-Toluca+Morelos-Cuernavaca,"(19.294109, -99.666233)","(18.9318783, -99.2755844)",147487,ekwtBx~h_RvY{@hJIb@oIo@ii@g@my@a@yv@z@mdA~Di{DhFenG~BcyCtR}aAdGe\~DeT`@_VyDkn@wCed@iAaz@qAwa@qIscBwUorBaGw^mN{d@iCuRBqPqHuWmFcMsIu\cEin@mEqg@Guk@cKgtAoE{q@m@qZhLu]zKmu@bF}XmFyIuPgH}b@eLyYmYsc@qRmViHwEcIMmIzL_U~J_Pb@cRyWcXae@uQc_@sM_OkLkB{IfA{Pj@a[yJuWiGsG_R{PeMiK_IgZsQ_T_Gc\s[gIiOwJyCwFiTk\cQ}]zEcThH_K`ZgDhZuDjKx@bSwOzCc`@hAoh@_EgOhCgJfG}DbIQzZbG|MiC|OaNrM}Ars@dRdLpBnEiGlLwQxFgN}BaLwL{KaRwVkEyPvHsMtCHvQp@hc@aIxRcOjGyMdCiStKk~@nM_]Qii@eEy`AfEit@bEyk@vFiWtm@yd@`OmHbRjXlOrXbVtPlYvNpP}CfSsFtYnGfUzE`GkAxJqLzXy^jQaOjSa@lOuPjOeVrKaHfPcDtg@{RpSw@vIpItPMxG_KgBkKy@wHtF_H}@oHaLo@wLwG{DeQtJqKtPoFrQrCbJxFvLnBtUvOv]jBvU|MhSd@`G~Dv@tOd@fXpTbk@hL|^~KxIl[gGpb@oKlYgG`e@aYnTe@lJ|FfG|NhRnBfML`KhGpXlPxtAlf@l]nO|MrTpz@lp@dUpNph@tOnXrPrGzJz`@rbApk@|eAvv@xq@lExR|D~k@bHhM|]pKr^tK~PfN~J~@lOgAzNdDxMKrQvLtUlCvXeHrMuS|r@{r@dPeF`RwPlJq[iB}SnBuQmD{SaA}TtCcYvJ}SbYcOnE_LqB}a@}Seq@bIq^?s\rR}]`KcQr@kPd@}P~HwWq@_l@wEaTqBiTJePxBaBpEnAcBjKs@tHxEzM|Vph@jDtRlExu@lDjX~IrQ|Hl`@vKhYlKle@fYdj@bTrPpKn]`\jXrIrU`V~[dPjVrB`VPjq@bI|XdZxDnI`HhBpJ|@tXfNvFrJ_GtBaA~AjBvAxH`Ovd@fn@uEzn@cEfBlJ}@tGjLhA~YaCvJjA`MxCxMcA`HgChJhFqC`FcC~OyEdDcK`KgAtDGVFHa@fA}MrQwKrQmT|TeVjKEtIoO`Sqc@l\__@rWsIhKiEpE_@pG{DlJoHpLkDlEnCoAbSiL|BfAiA`IlE{@zIcIdFgGfCjBpIwAxPeDqFNrD}ExOqHzMuBzQwEdVoPn[}KnI}FtJwM`TyOfIiCJd@i@nAlBbFLB
51,14,21,México-Toluca+Querétaro-Querétaro,"(19.294109, -99.666233)","(20.6121228, -100.4802572)",209963,ekwtBx~h_RlE??uJd@oTiEkPK{l@kH_Cw@oImMaSyGoGwBGiJxE{MTqHoCmRvCiOhJso@`j@sxCt}B}vC~{BknAt_Au\lLg~Adh@caDvbA{s@rMmhB`Jaw@zD}t@~Fwl@vYso@qDcv@pFye@zHucA{M_OoAuFzCu_@n]om@da@ei@rGk^nJuc@vSwg@l^}`@hS}WtJgU{@k_@kD}`@tCghB|n@ai@nRo_ApRqp@nHswAfXidAfPyj@`YqoBfmA_vApy@m|BnuAumD~rBkzA``@w|Adj@atBzu@kg@rOq^lGcHdCHzBmB@qJi@oMfAqOsAgQiHqKbAaK|XcIhQ}IGqY}ImcAiDsJ`EuLrLgKxHiYHaZ`T_NpCqFoQfDka@{CiSeN_[sKag@sf@eLqv@lB{MrAyJrPa\`HeKiB}IzBwPqCcOPyKcNcWwPqb@wGme@yFi]r@eVwEiv@kXebAy]yx@Nqp@^mb@vJqlApYc[hZ}PnXNhVuIdPeKhUuF|DwKuKsH~UiHxKsi@uB}HpDqDbJeFvCyZKiXhMcZfLyRrJgp@gRkTpCaP`TsEYmF_HqK}JcUlG_LhPsNvAyYqWaa@zJwKsJgAwOoH}GqNuPqHmm@{FmGkSsFqWfIyTBc[sKgp@qEcZ~Aa`@bTsWmA_s@sKmd@B}j@tAcO`L}e@bS{Oy@oHeJgM_TcLiCa_BnZwkBh\wuCzu@oV`M{q@xj@ew@do@}a@|YyWeM_OyUkTaD{PzD{k@jj@ca@ph@gc@rDad@|BwQbJwv@jh@k^tT}SfFqUlM_JfQqFbHcL`Be{AjLsv@nFwIcEqA`GeVhFi^{EaYaM}PmD_a@`Kmm@lScl@l[cbAjp@cw@p{@g]t_@cK|SiEli@ia@rt@wk@tkBcDvNV|T{ChQuSb[c_@pVmm@`^aU`FwN`Oub@pf@qwAv`Bev@`}@g`@rm@sRpQ_YpPk}@nlAauAljByY|YiKpG}s@de@iRhMqi@fs@o`B|zBsHhKqS`k@yHrV{Wx`@em@l|@_Ypd@yv@trA}j@paA}o@nhA}_@np@gUxb@sFpXcXdtAaZvr@qRjd@Lxw@`BpzBdFdeA|Afl@k@j`@}Ivm@}Ndr@kHt[PdZaK`ZwJ~OuGdDmQHoKjBiIdMoCrc@jClL~OdJjI|JtTldB`NxiAhPjuAkC`OoEdHaCbIBt\j@|pAX|q@xJ`oC~Dfp@f@lb@zB`j@lFnZsDdKeT`Da^lR}W`G}v@zS{e@vD{XdFcIeAq@eFaFs`@mBsP{FeJeO_@uBZ
52,14,15,México-Toluca+Michoacán de Ocampo-Morelia,"(19.294109, -99.666233)","(19.7036519, -101.2411434)",241578,ekwtBx~h_RlE??uJd@oTiEkPK{l@kH_Cw@oImMaSyGoGwBGiJxE{MTqHoCmRvCiOhJso@`j@sxCt}B}vC~{BknAt_AiMdHkNfCc[bLcbA`[caDvbA{s@rMmhB`Jaw@zD}t@~Fwl@vYso@qDcv@pFye@zHucA{M_OoAuFzCu_@n]om@da@ei@rGk^nJuc@vSwg@l^}`@hS}WtJgU{@k_@kD}`@tCghB|n@ai@nRo_ApRqp@nHswAfXidAfPyj@`YqoBfmA_vApy@m|BnuAumD~rBkzA``@w|Adj@atBzu@kg@rOq^lGcHdCHzBmB@qJi@oMfAqOsAgQiHqKbAaK|XcIhQ}IGqY}ImcAiDsMtI_G`DgKo@sb@iGoJ}DnCyBnRvXhUv`@nBz]}@`l@}Wp{CuFfpAeThnAs]hdCwk@rjCyj@rnB^jf@kIze@yBjk@fLvu@nCtf@Wj]bIhgAz@p^iFzb@aObnAmLli@aBzY|@tUaWxl@e^jiA}Pvk@{RpWyVho@{CnJgAnj@yCffBdB`t@vWzlAjCxVqAxtA}@t`AwHvPcJbMZ`YjOvxB_KrMcE|]sIjyAmVpy@P~b@rVvh@nBnk@zAny@uAdZsXtbAyMxsAMbu@gEzu@gj@hmEmd@bhDcMju@[~b@iKt_@_Bpj@wE~Je[pZdLd`BxAxu@qFds@kF|r@z@fl@nCd`@~EdS`Kjc@cA~lAzFzt@RpYqJtZgGfv@`Cre@vNnz@iHva@mFpa@fU|cAlP~a@vXv_@rKdf@rVjtBdLt_AiAhq@aPrmBcCpo@xQnzA~Qx{A_D~tAbG~fCqDfX}]lg@{Irl@eKfSod@z^w]rSiG~Ja@tKfVfb@fHjNb@lLiGvj@xEtNrKfJ`LlTmPzvCjJroArBhk@sCr~@`AtdAt@hrA~FleC`JflBlInXxr@hzAp`@n|AvGh]QhQ}YviAuOtj@oGna@qH`aCcBfmFuBl|DoDryB}Mnn@wP|q@`Ghs@pB|c@kF|t@{Cfa@sIz`@g\n_AY|QzKbj@~_@fq@Y~CeCiA|EiCdd@zJpKpJrJbArTcGdM{MbX{KhJ}N`PsR|OpDbWzP~cAlUvm@tPhPdRbQxVh@rJjLfTv`@`NbYdL`u@bGda@v@da@oEreAsRhcB__@hp@wGxa@jFvUhOdg@bg@|kBfx@|WvOvLbUlv@nEhSpKlLvSiP~t@oMbuBkAjb@pM|M|k@z]p~@jl@vF~NhJh`@nOVhJoCz@uBsCf@}MxEgGcAuDuKm@qDjBsArGP
53,15,13,Michoacán de Ocampo-Morelia+Jalisco-Guadalajara,"(19.7036519, -101.2411434)","(20.6737883, -103.3704326)",297394,akgwBnr|hRsGQoFwLqGsMa`@eW}c@gXgq@ec@}A}NdDch@tKgfBhPkn@gI_S}QqOc\wBq`@{C_MuVcpBw|@gVeK}k@qm@{T{Ick@_@{hBv[wsAdZyh@zEsk@s@_t@}FcZuO}SuCwPmOuB{SwZmc@iEqEuk@_QcqA{\sYyPiN|EaUj^kY`LgItKkUzFwQmIm]sLgPByCe@~AgCrVx[bFbj@nU`tB|p@buCdE`g@q@pUmBdl@yMlm@sZpk@_Off@mY`mAgk@bnBoGbn@i@x|ApCvTr\d{@lw@vi@lH~Un@~{@ha@rsCvh@x_BfKxhCZ~o@aUjn@}U`k@oEh[qKzvAhBfzA{PrrAuE~g@j@paAlE~z@jH|l@xRheB}Kbb@gT~b@eSvy@}Tv{Ae@~b@hEbe@~Pne@q@|RmFzJcc@tf@auBpaCuvBduCsd@nfAmxAjdE_a@brAv@hnAk@hTeP`j@kN|a@yIxm@sYjzA_Iz}@eGzkAbLbbAdFpc@sL|f@}}@jnCwk@ppA}Xvp@eBzh@]`q@}Jta@mRln@JjZ`ZlfBgC~e@kJvp@o^hxBwd@jl@gs@xu@u`Azx@m|At{Bsc@lrAsGhTaRrVecAn]cf@zQ}PxRch@lfA{M`aAax@p{Bc[baAmcAvvA_lBriCu`CrpDq_A~_Cwv@`tBiTheA_UveBqLzxAiFvxEfAlaD}Cby@}NzdCuR`eBuVf{C{Cd_@cXxV{HpH}ElScMpRc[jMcGrIgFd^_Ipn@`Crk@aBfVkR`Xyk@pr@s~BbjCqUn^qAxQ^|bAcGxQkW~Zi|@rdAwsBjzCuaBzlCyd@vt@evAncB{wApcB}@ho@}@b~G}Crz@kB`a@yK`Vqq@rhAiqAtuEsNve@kStXgkBp{BsVxe@gn@`kFkQjh@kf@fbAau@f{Ag]~`@qdAv`AoYxfA}Mll@yQ~]o`@pdA}a@fkBmZbaB}Q~`BjC~fDeS~eAu_@p|AmqAh_C}Xve@mXrx@kVtlA}IrM{SpMec@fW}r@pZ_RvMi`@hp@uRrp@c|@hrAoJtl@}Wb|@{e@vjAuh@|}@}hAvcBwu@jvDgJ|b@g]ld@{|BdfC}xAjnBk[|o@s]doA}@pTpO|RrKvc@zCzTwLbh@we@pyAkLv`@wE|i@iJni@mVnc@eIxRb@x_@rBv~@nQ|wB|Ddl@{Cpv@{Qn}Bwt@d_CgFtThJvc@~Slw@Xre@kGvjAs^no@{a@`g@g`@nr@_l@frAyz@fmBqHjMuPoZaZo|@}@_DaApBfA|@qCnHoe@V
54,15,10,Michoacán de Ocampo-Morelia+Guanajuato-Guanajuato,"(19.7036519, -101.2411434)","(21.0251069, -101.2753897)",179094,akgwBnr|hRsGQeCSg@cDaA_G{BeHuCmDoQ{LqMiIsO{KiSkK_\wRgTmOkAqCQkJdDch@tKgfB|AgNdHwRdDkKYgGmHwJ}QqOc\wBq`@{C_MuVg`@sR{nAci@gVeK}k@qm@{T{IcPaB_Z`A{t@`K_s@tOwsAdZyh@zE_Rh@sX}A_t@}FeKiC}MkK}SuCwPmOuB{SwZmc@iEqEuk@_Q}z@}QeU}IsYyPmF\{F~DkLfUuGbHkY`LgItKaHlEiLl@eIeAqGgGm]sLgPBsOfH}HIyPw@aTfCgg@tFamB|VczA|Ro{BvYgX}Acl@i^wv@sh@gv@ih@qVoJui@iDceAcGq_BcJmhAqDonBxCmoB~A}t@~@wPrE}TvMmlA~r@yh@~Wwt@b]gLjAoOaBen@_Ik}@bDqt@jD}^@aiAaWoS{B_HpA_PfL}YrXcKpQqAlFyIty@yC~M}GnJoIjEwu@p]{WvKwL|BuyAtFaNlHar@f`AcOlS{HdGaPxDmb@pCeO`@aLsCsTuScr@sr@qr@qr@cQmQwQmMkx@uXez@}Xkv@mWua@yPon@{c@iQsHeZwGwn@eNmaA_Tud@qHg^WyoAs@uuAyAarBwTshAcKyb@{BiQoDi_@yKoTqAikA_CgvAqJyx@yPy`AmN_s@sHyh@sAkh@CoVpFy_@tO_v@xZki@tY}MlFeQfAiy@gPc]cHge@sEajAiHqRfB{g@~MamA`Ow_@F}WcD}ZuDoZg@eeB~`@qpA~Zy[xH}P|Jac@bw@ukAp{BoZbk@un@jdAqgAn}Aat@hdAuPjVgXbo@mt@joBcl@h}AyGrNgN`Mma@|Wmb@jXch@|\qOvMsM|V}]~t@y[fq@_M|VgM`^qIxe@gQz{@yKnGmIt@s`BcToWrBg^uKmqBwp@}lB_V{`AuMkqBgVal@xNm^dVgSbL}N`EsR|I}P|QmR`MkQlS}q@r~@s^zc@mK~@eKk@q`A_SgfAuT{t@kNoNoHyDwIy@gHp@_F}@mCcR{Hyt@ySoOuF_DaEsIuMqSsPiSgWqKg@gND_OhFwA|GqARoDoFmFmAgKtBy@gChC}FsDkI_EkIwKg@sUyEg^dEaHJmPcGgKqG_HeHoYsUr@mJiMiKmBiDS{LkJgMiSgPM_E~EfA`Ae@oDiOcVgU}@_BsBFmOiGqL}A_EkOqDHqAmBgGaDuH]}HbAcLkCyFqJQsJeAgE_FkCqJcDmD}@aFgFsBiBeDVNnFgKb@sBh@aC}AkC{DOwBkBFOXm@YgDMkGvE{@vCCL
55,15,21,Michoacán de Ocampo-Morelia+Querétaro-Querétaro,"(19.7036519, -101.2411434)","(20.6121228, -100.4802572)",189398,akgwBnr|hRsGQeCSg@cDaA_G{BeHuCmDoQ{LqMiIsO{KiSkK_\wRcMsHcFyEkAqCQkJdDch@tKgfB|AgNdHwRdDkKYgGmHwJyG_IcIqEmGgAuSo@gWcAiHwAeG_KyDuJcF}DcYuL{nAci@gVeK}k@qm@{T{IcPaBuHa@iPbBc]hDwVvE_s@tOwsAdZyh@zE_Rh@sX}A_t@}FeKiC}MkKoEiAmMkAwPmOuA}F_@}KaLcQuMiQiEqEyPiG{YuHyTeGce@wIoH_BuK}FaSkNqEmAmF\{F~DkLfUuGbHkY`LgItKaHlEiLl@eIeAqGgGmEqC_WaHgIm@_Fp@sOfH}HIaI_AwFFaTfCgg@tFamB|VczA|Ro{BvYcJJcMiBmNwGu\qUwv@sh@gv@ih@cJ_FmKoCui@iDceAcGq_BcJqf@kC{`@e@onBxCmoB~Aia@NsRn@wPrE}TvMmlA~r@yh@~Wwt@b]gLjAoOaBen@_Iwa@hAsZxAqt@jDqPr@kMq@gb@gJye@yK_LwBoFC_HpA_PfL}YrXsGzJoBtEqAlFyIty@yC~M}GnJoIjEwu@p]{WvKwL|Bgx@~BiXt@cG~@aNlHar@f`AcOlS{HdGoG~BqGx@mb@pCeO`@aLsCsTuScr@sr@qr@qr@cQmQwQmMkx@uXez@}Xkv@mWsPwFaPaIon@{c@iQsHeZwGwn@eNmaA_T}ZmGwHc@g^WyoAs@uuAyAubAsJkn@cIshAcKyb@{BiQoDi_@yKoTqA{t@i@mUuAeq@oDad@aEyx@yPsXiFeg@cG_s@sHyh@sAkh@CgHz@gMtDy_@tO_v@xZuU`LuRrL}MlFgLjA}CCeXuEc`@qIc]cHge@sEajAiHqRfB{g@~Mkm@`Iu^~D}Mv@yPo@uSqC{EsBcB}BaLkOa@yDHmHIwHbDu{DtCaoDdCg`Df@ye@fCm_@~ZcgEvKq{A|Cem@fCgy@bJ_tCfUg|DpFm_A~Cki@bG{w@nKo_AxO{uAta@urD`Eoa@j@mMxH}}AzRa_EjMyeCv]u|AxGw\fG_j@tDiTju@aaBz@yHwEkn@oLeyAUyKvEq\hSqrAbEcXlA_SQwwA_@e{Ce@}hAcDeQwLi\_w@ysB{k@s|AwLu[oBaHiCiToEwa@qEsb@}X}hC_XceCe`@msDeAqM`B{@xCjDs@dCuAZkTiCyGHiDt@sJxFyN|HmTjFkZjIs]pJ{NfBiW|AwWtE}Fb@{DkA@USUqAwOf@cBeEyN[sHiBoFk@aGsAa@c@?i@kAkAgGuQbC
56,15,14,Michoacán de Ocampo-Morelia+México-Toluca,"(19.7036519, -101.2411434)","(19.294109, -99.666233)",239666,akgwBnr|hRsGQmDwDaA_G{BeHuCmDoQ{LqMiIsO{KiSkKgq@ec@}A}NdDch@tKgfBhPkn@YgGmHwJ}QqOc\wBq`@{C_MuVcpBw|@gVeK}k@qm@{T{IcPaB_Z`A{t@`K_s@tOwsAdZyh@zEsk@s@_t@}FcZuO}SuCwPmOuB{SwZmc@iEqEuk@_Q}z@}QeU}IsYyPiN|EaUj^kY`LgItKaHlEiLl@eIeAqGgGm]sLuLmDg[id@sJwa@yBo_@bb@aoAjN_{AKkn@gHku@`BkQpVqx@bDsO~Cu_BpDkzBWypCnCy|EdIcnBdp@sgCI_e@_]itAkIaZsh@{hA_S_h@cKmtBgFg_CgAcaBjBa~BeJmtAiC__@fFebAvIohA}E_X}McLmI_PSaOlFcXRuNoK{SkTi`@lD{R`i@e_@~c@s]dM{u@|d@ow@aGs{BlEwhBoR}bB{PitAa@w\nN}lA~D{w@bAmr@mMudAmQe{AsOmy@}U}[aQ}^yPsr@oEy^nGc[dGca@sMwu@kDwa@nB{m@zPct@eHc~@vA_lAqTodAkCep@`Bys@xKgyAaPmxBUgNfDkHzZaXpD}q@vJ{]b@ad@|ZolBr`@saD``@{~C|D{l@Rm|@`Fi\fFss@hZ_gA@{v@qBqbAiJ_VqJ_RyCsUxIef@xO_k@hDwp@xEcz@bLuOByX_JygAiDqp@nJcOjH}NvAs_BfAk}@sHs`@mPqq@gDmk@tCiyBhAgj@~GaSvSij@`Vg`@~a@ywA~^o{@d@qVqAwOjDqPbKge@fLcaAdFo`@pA}j@{Hgx@Iqz@pKwhAnA_p@GmTuF_\gBad@|Do`@js@cnCh`@gpBzUonBzLqp@bG_k@pEglAjPo_BtCgr@d@wWaBq[gKqTaFuIxAoIrXx@|J{E~JaHj~@rC|TtBlK|GbHQ|Sah@pLgCt\`LhZoChFzBrHmAls@eW~t@}W`nBcr@~gAu`@n^iMlu@{NvgBydA|iCs}AnzGe`EhXcHvj@oIhhAeQdjAeQbgCw_@zl@cLdGcKtDeOjHiJ~S}Fv^Dhl@rDld@oP`vAg{@p{@kPjXyEdI{Fzx@_o@nP}MrWfBtu@bKpPZft@cLhb@qChS~AbWrBvPkHx[eRzPmC`~@qCptAmHznAeJr{Bcs@foBmn@ng@cRdX{FvdCkmBf`BunAr`D{cC~h@ub@zT}L`JuCvUZfLmAzFiCvPxMtGhY{FbRiJpFyGbImGfPgAzNCrNrFxDnLmGbBdGkAfQc@~GX`BN{DtDcGx@aAvBqErL}@N?
57,15,8,Michoacán de Ocampo-Morelia+Colima-Colima,"(19.7036519, -101.2411434)","(19.2400444, -103.7636272)",488334,akgwBnr|hRuW}[a`@eW}c@gXgq@ec@fAax@~\suCgI_Sao@iSqn@q[cpBw|@ecAwy@_aA{Js}D|v@muAfDcoAsWue@cTm^ix@cdCmu@}h@{Iuy@bx@ch@qAun@oLy@mDv]|fAlgAdjGd@xjByMlm@aeAz`Dgk@bnByH|kCda@|pAlw@vi@fl@rgFvh@x_BfKxhCeTj_Bm\jgAqKzvAhBfzA{PrrAiDpjBxN|hBxRheB}Kbb@mh@v}AcVv_ChWrkAcl@nfAauBpaCi|Ct|EmxAjdE_a@brAv@hnAwk@bqCsc@fyC|C~nCmEnkA}}@jnCwk@ppAc\rzA}^p~C`ZlfBsNvwAo^hxBwd@jl@}tBtoBm|At{Bi_Aj_Cg|BddA_w@nhCax@p{Bq_BzxC_lBriCu`CrpDq_A~_CalAjzDqb@r_EiFvxEsQlaJkj@haG_]~v@}]pp@gc@~WgFd^}Dd{AmUho@yk@pr@s~BbjCcXhq@^|bAy|AlsBmvEfhH_|BfyC{wApcB}@ho@}@b~GcTvsB{cCh_H_c@l_AgkBp{BsVxe@gn@`kFwx@rkBisAf}BqdAv`Ag{@fsCmcAxpDkm@bcEjC~fD{s@pcDydCt_FkVtlA_cAlt@}eAhi@_t@|aBc|@hrAmc@xiBoyClnFwu@jvDoh@jhA{|BdfCwa@tY|fD`TvaEthDv~A~mA`w@bQzqCbw@jm@zkAvx@`kA`pAhc@~mBzf@rtAhj@fiAtdCtUjsBdQjt@~u@bv@dUbyBcFjhJjD`iC`Cnv@s]`{Asn@jlByu@diAa|@|[kTjcAr]hcDmBfsAaS|{@vIbeCcd@brBga@``C}[fn@fD`@`WxnAhv@yD`bApZxmAfA|ZaXnMpUbEheAz[`h@`uCbDjkC_Vl~Cct@fcLalCboAmZzqEocA|dDegB`|Aaq@niB|Q`|G||@x{NbmBngEb]v`Me{@joBcSvv@{j@by@_AnWaZ`dAsSvu@gMbOrEpr@i[l_Bem@n_@wFjTvOdjBx`@bwA~Xv~Azq@buBjYl|FsfBvoGssBj|@_GpcBohA||Fw~AdjGc}AvzCh]znCbh@xsB|k@fuBdjAjbBva@ldC|oBz{@f]lQ|jA`kAnmAvxBftCfwA~{@xyAja@|pBjX~ZtObk@`fApVtd@da@rMve@~JjTba@tn@`wA``@zpBzs@puB`u@pz@~sApnApc@n|@xp@nUtl@dw@lgCpyAd~AfhA|@|i@qJtd@~Gbi@od@j|@_`@pn@gq@dB_m@_DhI~`@gHtI
58,16,6,Morelos-Cuernavaca+Ciudad de México-Mexico City,"(18.9318783, -99.2755844)","(19.39068, -99.2836971)",107118,_rprBhe||QCcAJkBeBo@[k@e@yBaX`RmMrNcHbH{UlGkVnOqM|ImGhAcMTyDnCoI`E_J|GjES}ChCcRfC_GoBqSdTqCiA^gExAuBs@{@oHzByG|EwGzEtAiDdHiH|GiKIcGrAoFzJwIvEiJfDyAdNqIrc@i[zU}T|AwPvWoKdIaJlMqNtCwHtIaHzFsML?LO|CiIfNgLfEiSlAoBsAkAkJwD}DvCkE?_GbAuG}@_M{D}HlBca@OPsMi@_Fw_@nC}|@rF{Ome@YcBwAmGuF{D_BVJ|DaC`FeEz@}Ew@oEiGe@sZ}AaFkIwGwQy@_HqC}FkRs@mIbAuSiBg`@sCyQiUa[}PgVkIkTkZkV_Kk\uQwNmQ}ZoLcVyBeSoLs[_BeNsCsPaHoMaIaP}AeL_Fog@cBme@s\es@qCaPlDqLuEsDkEbDj@b_@~GfUc@vT~BxQaF`YkE|ORfUmJvOkFjOoKtKQh[iHn]w@hInApFlOx`@~Ctc@K|HcC|E_Z|OmOp]]pQbBfVzC`NoAfJk@pHrBbNyFr[yFvIgMbLgQzF_n@fn@wMhR_FpFqFfBc[pBwSoKqLiEoPIaIgCmHr@sHr@{EsAcO{Lsb@wM}\{KwFoPgF}q@gIqNwf@e_@yX{c@}m@qjAwP{h@aO{MoWcOwc@aLk_Aqr@cLaJwHgMyF_IcIkEgw@yXgt@sWoZsSmGmBwMLaNgBiFuLcI_ImO}@eGnAs`@~UoPlHqXbCm_@fMgRdCmKiIac@anAXk]_EoKmP_BmO{BkOgLwNRcKcAyNwIcNsIwKYgHwH_Ra@kTbLoB~JhHvPxKfDpIn@j@rHgF|FbA`J`B`IyCtHgDlBkQg@kGqHoJ]wa@zMeWnJ{Ed@}MxGqGjHmIpRuIfJ}FhB{K]eHlB_VnZeUjZ{GtDuYiF{UwFqFN_T|HaI`Aa_@wQwMmIuDmFuPoZgLmSuHNaY~S{YtT}HdSuKf|AlAxs@nDvx@oBbNkFlLoHhYaHxq@{B|QuG`NkPhM{JxDgd@rDqHiBeDbCaGvKtBdHbExI|FhInGnJjIpFlEvMQjG{MvSuKjMeo@_PsOeDwGT_TfO}NxCk\oF}Il@eInIa@dJfFlOw@|QmErm@w@xEmLbKcEd@uKa@}i@vGcMdDkDzGeHdUwKYsBLeDtAT`@~Ei@dJNrI|L`[no@cIfJqJvIgCAeCuFaNu@iI?sBbAiKyAmFU_KaIcEjKgDzFFvH`B|HoGJwDGoAnB_AxDwEFsDDiBd@eW_FgVwEqCLyB`BcE_@yFBy@R
59,16,14,Morelos-Cuernavaca+México-Toluca,"(18.9318783, -99.2755844)","(19.294109, -99.666233)",101793,_rprBhe||QCcAyA{CaAeDaX`RmMrNcHbH{UlGkVnO_VfLcMTyDnCoI`E_J|GjES}ChCcRfC_GoBuRpUyCnOgN|PoUdI_L~M}MpLcFtCgNdCgDdDyKhGzY_C`AfBcBhBaKlGbDrA~Hi@vBPAz@a@jBkG~AuGFeEhDgDk@{@|HaKPq@zEeCp@gFgB}@jAf@hIgLxO_A`BuKmA_Gn@fFxDuJvMtJpBhAfFjFqBjEnAzFqEbFYfPuAjElB_ErAyCzCjBlGqC`DmH\qB~KiRTiArAfMbDdLWn@hAlDvHzCx@~A`EkK`ByL~DpFdCjBGdEdDrErEsFtERfArEn@}C`IzAbA`FkAxNvHlQxB~E~EuEpGCpKpAjAzA}@fFuJ`HHv@|H{BnKlElFdM`FpA`IOzNc@fOeEtN}GpJdDzGW|FT`Hl@lJwCnKgFfAsOoCs@lD~FrDpAlEmD|GgDlBgGYqHfE_J{CuMsHuGnBoBjGfI~FfCzD]vDeE~ImD~DbEbGw@nD{Fv@KhBtDdBlHvDkA~`@[nItH`OrSnTj@nCaFtEoPbMyB_@aF{BkEp@{BzIsZ`NkHx_@wR|[cHzStCdNzBTdImGvH@hDlHtAb@~AErDOqA`Fs@|Bu@xCu@fBiDbCm@hRyK|a@}FrJ?rTF`PoJxJ{E`B}F|DeAbDsLjGk@bFyDpDwh@pWkOHwGpFuBrK}EbA}LvC}HtDkG_BeE|E_Ehd@SpEkH|@eHhA}FjFm]rk@mG|DeBlH_M~BsHtEgBja@rMjp@p@rP_Ajl@kBfWaDhu@oEv\gHjV{I|SqHbJaJvB}`@zCWn@iBjBiEm@{CbHmInDcNzC}HrDyHRnGoI_@aAeKtAiLtJyGc@iOCeVsGqFk@{LvA}JDcNmG}TiDc^l@mFfKSjGPnDsC`A_UjGqHbEkCpFgKvLkBJ_DmGeFwRoIiKiLeLkNwCuZ{MuOm@`CbYZlMyEd@iGlBsEnFwDvMsEv|@{LpPkIjBcEAoWaCi`BqN{a@eDuTaEsBoDR}XXug@{DuIeKmIwGy@{GvBiUlKmNPcQoFw}@{k@_YeQcKoCyZGie@l@ma@~@wv@EcqA{Iwa@_Fmu@mN}O}BcQXoy@nJs|AiJ{U}@gk@pOkPfAa]}A{IwBJuChBqAbAtBkAnGwFh`@uDfd@sAxiBmAxbBuC~cDqCpjEDdM|FdK|NdWtA~h@ls@hh@|NlKbDbI}Djr@Gd[uIl`@}Vrq@oI|OwHrEmM~@aFDcNe@oRiVmYeKiMkEqD{V~BiJtAgBnCkFpGoAbEC
